,,,,,,,,,,10684,,MW capacity:,27407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reg_no,ref_no,company,site_location,subsite_name,county,mfg_date,original_permit_date,latest_permit_date,date_notes,quantity,capacity_bhp,capacity_kWe,total_capacity_kWe,manufacturer,model,equipment_type,tier,SCR,NOx_g_per_kWh,PM_g_per_kWh,NOx_lb_per_hr,CO_lb_per_hr,VOC_lb_per_hr,PM_lb_per_hr,SO2_lb_per_hr,NOx_uncontrolled_lb_per_hr,CO_uncontrolled_lb_per_hr,VOC_uncontrolled_lb_per_hr,PM_uncontrolled_lb_per_hr,NOx_controls,PM_controls,CO_controls,add_on_control,fuel_type,fuel_spec_raw,max_sulfur_wt_pct,fuel_throughput_limit_raw,operating_hr_per_year,possible_issues,additional_notes,transitory,exempt_from_permitting,
74184,54-79,"Amazon Data Services, Inc.","22890, 22900, 22940 and 22855 Platform Plaza; 45775 and 45795 Optics Plaza; Sterling, VA 20166","IAD-140, 141, 603, 608, 142, 143",Loudoun,,3/15/2022,8/1/2022,,26,,2500,65000,Rolls Royce,MTU 16V4000G94S,emergency diesel genset,Tier 2,FALSE,8.67,0.12,47.77,9.81,1.7,0.68,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. 1 through 108) combined shall consume no more than 675,141 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74184,80,"Amazon Data Services, Inc.","22890, 22900, 22940 and 22855 Platform Plaza; 45775 and 45795 Optics Plaza; Sterling, VA 20166","IAD-140, 141, 603, 608, 142, 143",Loudoun,,3/15/2022,8/1/2022,,1,,600,600,Rolls Royce,MTU 12V1600G80S,emergency diesel genset,Tier 2,FALSE,8.72,0.14,11.53,1.04,0.42,0.19,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. 1 through 108) combined shall consume no more than 675,141 gallons of diesel fuel oil per year",500,,,FALSE,FALSE,
74184,T1 and T2,"Amazon Data Services, Inc.","22890, 22900, 22940 and 22855 Platform Plaza; 45775 and 45795 Optics Plaza; Sterling, VA 20166","IAD-140, 141, 603, 608, 142, 143",Loudoun,,3/19/2020,8/1/2022,,2,,2000,4000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,3.95,1.14,0.57,,,,,,"electronic fuel injection, turbocharged engines, and charge air coolers",,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. T1 and T2) combined shall consume no more than 14,518 gallons of diesel fuel oil per year",500,,,TRUE,FALSE,
74189,DC-21-3350: DC-21-Gen D DC-21-Gen G DC-21-Gen H,"Equinix, LLC","22175 Beaumeade Circle, Ashburn, VA 20147",DC-21,Loudoun,,10/17/2025,10/17/2025,,3,,3350,10050,Cummins,QSK95-G15,emergency diesel genset,Tier 2,FALSE,8.64,0.15,63.82,8.54,2.62,1.11,,,,,,low NOX emission configuration,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Engine Groups DC-21-3250 and DC-21-3350) combined shall consume no more than 240,000 gallons of diesel fuel per year,",500,,"(de-rated from 5,051 bhp, 3,500 kWe)",FALSE,FALSE,
74189,DC-21Z,"Equinix, LLC","22175 Beaumeade Circle, Ashburn, VA 20147",DC-21,Loudoun,,5/25/2021,10/17/2025,,1,,500,500,Cummins,QSX15-G9,emergency diesel genset,Tier 2,FALSE,6.49,0.82,7.15,0.63,0.23,0.9,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74189,DC-21-3250: DC-21-Gen A DC-21-Gen B DC-21-Gen R,"Equinix, LLC","22175 Beaumeade Circle, Ashburn, VA 20147",DC-21,Loudoun,,2/17/2023,10/17/2025,,3,,3250,9750,Cummins,QSK95-G12,emergency diesel genset,Tier 2,FALSE,8.46,0.15,60.63,8.29,2.7,1.08,,,,,,low NOX emission configuration,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Engine Groups DC-21-3250 and DC-21-3350) combined shall consume no more than 240,000 gallons of diesel fuel per year,",500,,"(de-rated from 5,051 bhp, 3,500 kWe)",FALSE,FALSE,
74189,DC-21-3350: DC-21-Gen C DC-21-Gen E DC-21-Gen F,"Equinix, LLC","22175 Beaumeade Circle, Ashburn, VA 20147",DC-21,Loudoun,,2/17/2023,10/17/2025,,3,,3350,10050,Cummins,QSK95-G15,emergency diesel genset,Tier 2,FALSE,8.64,0.15,63.82,8.54,2.62,1.11,,,,,,low NOX emission configuration,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Engine Groups DC-21-3250 and DC-21-3350) combined shall consume no more than 240,000 gallons of diesel fuel per year,",500,,"(de-rated from 5,051 bhp, 3,500 kWe)",FALSE,FALSE,
74189,DC-22: DC-22-Gen 1 through DC-22-Gen 26,"Equinix, LLC","22165 Beaumeade Circle, Ashburn, VA 20147",DC-22,Loudoun,,12/18/2024,10/17/2025,,26,,4000,104000,Kohler,KD103V20,emergency diesel genset,Tier 2 + SCR,TRUE,0.86,0.18,7.62,9.93,3.22,1.58,,75.66,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Engine Group DC-22) combined shall consume no more than 800,000 gallons of diesel fuel per year, no more than 240,000 gallons of diesel fuel per year, when exhaust gas is not treated with urea",500,,75.66 lbs/hr NOx emission limit without SCR,FALSE,FALSE,
74189,DC-22Z,"Equinix, LLC","22165 Beaumeade Circle, Ashburn, VA 20147",DC-22,Loudoun,,12/18/2024,10/17/2025,,1,,800,800,Kohler,KD27V12,emergency diesel genset,Tier 2,FALSE,9.02,0.15,15.9,2.95,0.09,0.27,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74190,EG-POD 11-17,"Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,,7/16/2020,7/16/2020,,7,,3000,21000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.09,58.51,13.13,2.56,0.59,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,,FALSE,FALSE,
74190,"EG-POD 1-2, 4","Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,2013,4/10/2013,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,3,,2000,6000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,3.95,1.14,0.57,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,,FALSE,FALSE,
74190,EG-POD 3,"Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,2015,3/11/2015,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,1,,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.81,0.13,38.85,3.95,1.14,0.57,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,,FALSE,FALSE,
74190,EG-POD 5,"Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,2015,3/11/2015,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,1,,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2 + SCR,TRUE,1.32,0.13,5.83,3.95,1.14,0.57,,38.55,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,38.85 lbs/hr NOx emission limit without SCR,FALSE,FALSE,
74190,"EG-POD 6, 7","Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,2016,4/8/2016,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,2,,3000,6000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.33,0.09,8.78,13.13,2.56,0.59,,58.51,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,58.51 lbs/hr NOx emission limit without SCR,FALSE,FALSE,
74190,EG-POD 8,"Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,2017,5/3/2017,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,1,,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.33,0.09,8.78,13.13,2.56,0.59,,58.51,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,58.51 lbs/hr NOx emission limit without SCR,FALSE,FALSE,
74190,EG-POD 9,"Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,2018,10/31/2019,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,1,,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.33,0.09,8.78,13.13,2.56,0.59,,58.51,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,58.51 lbs/hr NOx emission limit without SCR,FALSE,FALSE,
74190,EG-POD 10,"Amazon Data Services, Inc.","22129 Confederate Road Elkwood, VA 22718",DCA-50,Culpeper,,4/10/2020,7/16/2020,Original permit date guessed from provided manufacturing date and list of previous permit dates,1,,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.33,0.09,8.78,13.13,2.56,0.59,,58.51,,,,closed loop SCR,,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. EG-POD 1 through EG-POD 17) shall consume no more than 682,222 gallons of diesel fuel per year combined",500,,58.51 lbs/hr NOx emission limit without SCR,FALSE,FALSE,
74197,34-65,"QTS Shellhorn, LLC","22291 and 22271 Shellhorn Road Ashburn, VA 20147",Ashburn-Shellhorn DC1 and DC2,Loudoun,,2/4/2022,2/4/2022,,32,,2250,72000,Rolls Royce,16V4000 DS2250,emergency diesel genset,Tier 2,FALSE,8.94,0.19,44.35,9.37,2.2,0.92,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. 1 through 65) combined shall: Consume no more than 722,938 gallons of diesel fuel oil per year",500,,Rated capacity is standby. Steady-state is 2500 kWe,FALSE,FALSE,
74197,Jan-32,"QTS Shellhorn, LLC","22291 and 22271 Shellhorn Road Ashburn, VA 20147",Ashburn-Shellhorn DC1 and DC2,Loudoun,,9/15/2020,2/4/2022,,32,,2250,72000,Rolls Royce,16V4000 DS2250,emergency diesel genset,Tier 2,FALSE,8.94,0.19,44.35,9.37,2.2,0.92,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. 1 through 65) combined shall: Consume no more than 722,938 gallons of diesel fuel oil per year",500,,Rated capacity is standby. Steady-state is 2500 kWe,FALSE,FALSE,
74197,33,"QTS Shellhorn, LLC","22291 and 22271 Shellhorn Road Ashburn, VA 20147",Ashburn-Shellhorn DC1 and DC2,Loudoun,,7/22/2021,2/4/2022,,1,,2250,2250,Rolls Royce,16V4000 DS2250,emergency diesel genset,Tier 2,FALSE,8.94,0.19,44.35,9.37,2.2,0.92,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,"(Ref. Nos. 1 through 65) combined shall: Consume no more than 722,938 gallons of diesel fuel oil per year",500,,Rated capacity is standby. Steady-state is 2500 kWe,FALSE,FALSE,
74198,EG-POD 19,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,7/16/2024,7/16/2024,,1,,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.03,58.51,6.05,2.87,0.23,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74198,"EG-POD 1, 2","Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,10/29/2013,7/16/2024,,2,,2000,4000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.82,0.07,38.9,3.5,0.9,0.3,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74198,EG-POD 3,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,10/29/2013,7/16/2024,,1,,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.82,0.07,38.9,3.5,0.9,0.3,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74198,EG-POD 4,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,10/29/2013,7/16/2024,,1,,2500,2500,Caterpillar,3516C,emergency diesel genset,Tier 2,FALSE,8.73,0.07,48.1,6.2,1.1,0.4,,,,,,,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74198,EG-POD 5,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,10/5/2015,7/16/2024,,1,,2000,2000,Caterpillar,3516C,emergency diesel genset,Tier 2 + SCR,TRUE,1.44,0.13,6.37,3.95,1.13,0.57,,42.45,,,,SCR,DPF,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,"These have a DPF, which should bring them to Tier 4 standards, but the listed PM emissions limits are still at the Tier 2 level and the gensets are classified as ""emergency""",CAT Retrofit Selective Catalytic Reduction (SCR) System includes an SCR with closed loop dosing to control NOX by 85% guaranteed and a diesel particulate filter (DPF) to control particulate matter (PM) (no guarantee provided).,FALSE,FALSE,
74198,"EG-POD 6, 7","Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,8/25/2016,7/16/2024,,2,,3000,6000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.6,0.14,10.58,14.28,2.87,0.9,,70.56,,,,SCR,DPF,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,"These have a DPF, which should bring them to Tier 4 standards, but the listed PM emissions limits are still at the Tier 2 level and the gensets are classified as ""emergency""",CAT Retrofit Selective Catalytic Reduction (SCR) System includes an SCR with closed loop dosing to control NOX by 85% guaranteed and a diesel particulate filter (DPF) to control particulate matter (PM) (no guarantee provided).,FALSE,FALSE,
74198,EG-POD 8,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,8/25/2016,7/16/2024,,1,,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.6,0.14,10.58,14.28,2.87,0.9,,70.56,,,,SCR,DPF,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,"These have a DPF, which should bring them to Tier 4 standards, but the listed PM emissions limits are still at the Tier 2 level and the gensets are classified as ""emergency""",CAT Retrofit Selective Catalytic Reduction (SCR) System includes an SCR with closed loop dosing to control NOX by 85% guaranteed and a diesel particulate filter (DPF) to control particulate matter (PM) (no guarantee provided).,FALSE,FALSE,
74198,EG-POD 9,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,8/25/2016,7/16/2024,,1,,3000,3000,Caterpillar,C175-16,emergency diesel genset,Tier 2 + SCR,TRUE,1.6,0.14,10.58,14.28,2.87,0.9,,70.56,,,,SCR,DPF,,closed loop SCR,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,"These have a DPF, which should bring them to Tier 4 standards, but the listed PM emissions limits are still at the Tier 2 level and the gensets are classified as ""emergency""",CAT Retrofit Selective Catalytic Reduction (SCR) System includes an SCR with closed loop dosing to control NOX by 85% guaranteed and a diesel particulate filter (DPF) to control particulate matter (PM) (no guarantee provided).,FALSE,FALSE,
74198,EG-POD 11-16,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,12/16/2020,7/16/2024,,6,,3000,18000,Caterpillar,C175-16,emergency diesel genset,Tier 2,FALSE,8.85,0.03,58.51,6.05,2.87,0.23,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74198,EG-POD 18,"Amazon Data Services, Inc.","7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,12/16/2020,7/16/2024,,1,,1000,1000,Caterpillar,C32,emergency diesel genset,Tier 2,FALSE,8.8,0.1,19.4,2.79,0.34,0.23,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74201,"CLOUD-1, 2, 3",Microsoft Corporation,"7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,4/10/2019,2/8/2023,,3,,3000,9000,Rolls Royce,MTU 20V4000 DS3000,emergency diesel genset,Tier 2 + SCR,TRUE,1.01,0.24,6.69,10,2.8,1.56,,66.94,,,,closed loop SCR,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,"The SCR System, Miratech model numbers M3ZS-70-80-20010072 and SP-CBL81 18090128, have closed loop dosing to control NOx by 90%.",FALSE,FALSE,
74201,CLOUD-4,Microsoft Corporation,"7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,4/10/2019,2/8/2023,,1,,500,500,Cummins,500DFEK,emergency diesel genset,Tier 2,FALSE,8.67,0.17,9.56,3.16,0.28,0.19,,,,,,engine design,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,,FALSE,FALSE,
74201,"CLOUD-5, 6",Microsoft Corporation,"7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,4/10/2019,2/8/2023,,2,,3000,6000,Cummins,C3000 D6e,emergency diesel genset,Tier 2 + SCR,TRUE,0.97,0.22,6.43,5.68,1.51,1.43,,64.31,,,,closed loop SCR,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,"The SCR System, Miratech model numbers M3ZS-70-80-20010072 and SP-CBL81 18090128, have closed loop dosing to control NOx by 90%.",FALSE,FALSE,
74201,CLOUD-7-12,Microsoft Corporation,"7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,4/10/2019,2/8/2023,,6,,3000,18000,Cummins,C3000 D6e,emergency diesel genset,Tier 2 + SCR,TRUE,0.97,0.22,6.43,4.17,1.51,1.43,,64.31,,,,closed loop SCR,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,"The SCR System, Miratech model numbers M3ZS-70-80-20010072 and SP-CBL81 18090128, have closed loop dosing to control NOx by 90%.",FALSE,FALSE,
74201,"CLOUD-13, 14",Microsoft Corporation,"7471 Bear Wallow Road Warrenton, VA 20186",,Fauquier,,4/10/2019,2/8/2023,,2,,3000,6000,Cummins,C3000 D6e,emergency diesel genset,Tier 2 + SCR,TRUE,0.97,0.22,6.43,4.17,1.51,1.43,,64.31,,,,closed loop SCR,,,,diesel,"Does not exceed the American Society for Testing and Materials (ASTM) specification, D975, for grade ultra-low sulfur 2-D or grade 2-D S15, or Has a maximum sulfur content not to exceed 0.0015% by weight (15 ppm), and either a minimum cetane number of forty or maximum aromatic content of 35 volume percent. ",0.00%,,500,,"The SCR System, Miratech model numbers M3ZS-70-80-20010072 and SP-CBL81 18090128, have closed loop dosing to control NOx by 90%.",FALSE,FALSE,
